"pair","duet","Sex","temp.name","noterate","bandwidth","b"
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,5566.22833333333,1
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,6125,2
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,6157.237,3
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,5834.868,4
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,6146.49133333333,5
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,7049.12233333333,6
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,7070.61366666667,7
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,6898.68366666667,8
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,7153.626,9
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,6863.74066666667,10
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,7331.29766666667,11
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,6957.252,12
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,7032.06066666667,13
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,7574.428,14
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,6807.63366666667,15
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1.33333333333333,6606.584,16
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,6658.01533333333,17
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,6676.718,18
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,6564.504,19
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1.33333333333333,6452.29025,20
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,6508.397,21
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,6957.2525,22
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,6901.1445,23
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1.33333333333333,6690.74425,24
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1.33333333333333,6845.038,25
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1.33333333333333,6648.66375,26
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1.33333333333333,6550.47725,27
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1.33333333333333,6971.27825,28
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1.33333333333333,7211.8245,29
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",1,7607.89466666667,30
"Pair8","TATali-default-2018-08-30_05-10.BoutA","M","/Users/denaclink/Desktop/RStudio Projects/Tariser-linguistic-laws/UpdatedTarsierSelectionTables//ARBIMON/TA Tali/default-2018-08-30_05-10/TATali-default-2018-08-30_05-10.BoutA.txt",0.666666666666667,7414.4735,31
